InstanceName,NumUnits,NumRegions,RSD,r,gamma,Scenarios,UseD1,Delta1,Delta2,UseJointChance,UseExactMethod,Runtime(s),Objective,OutOfSamplePerformance,SolveSuccess,StatusCode,CutIterations
GG20-3-1.dat,20,3,0.125,0.4,0.6,1000,true,0.00,0.00,false,false,0.190,3884.9767,1.0000,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.4,0.6,1000,true,0.00,0.00,false,true,0.158,3676.9134,0.0130,true,-1,3
GG20-3-1.dat,20,3,0.125,0.4,0.6,1000,false,2.00,4.00,false,false,0.226,4184.0750,1.0000,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.4,0.6,1000,false,2.00,4.00,false,true,0.108,3884.9767,1.0000,true,-1,6
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,true,0.00,0.00,false,false,0.130,3884.9767,1.0000,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,true,0.00,0.00,false,true,0.105,3676.9134,0.0130,true,-1,3
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,false,2.00,4.00,false,false,0.129,4184.0750,1.0000,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,false,2.00,4.00,false,true,0.115,3884.9767,1.0000,true,-1,6
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,true,0.00,0.00,false,false,0.111,3884.9767,1.0000,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,true,0.00,0.00,false,true,0.105,3884.9767,1.0000,true,-1,6
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,false,2.00,4.00,false,false,3.883,4812.4955,1.0000,true,3,-1
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,false,2.00,4.00,false,true,0.780,4184.0750,1.0000,true,-1,50
GG20-3-1.dat,20,3,0.125,0.3,0.6,1000,true,0.00,0.00,false,false,0.115,3884.9767,0.9890,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.3,0.6,1000,true,0.00,0.00,false,true,0.100,3614.2918,0.0000,true,-1,1
GG20-3-1.dat,20,3,0.125,0.3,0.6,1000,false,2.00,4.00,false,false,0.115,4184.0750,1.0000,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.3,0.6,1000,false,2.00,4.00,false,true,0.755,4184.0750,1.0000,true,-1,50
GG20-3-1.dat,20,3,0.125,0.3,0.4,1000,true,0.00,0.00,false,false,0.130,4184.0750,1.0000,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.3,0.4,1000,true,0.00,0.00,false,true,0.095,3620.0573,0.0000,true,-1,1
GG20-3-1.dat,20,3,0.125,0.3,0.4,1000,false,2.00,4.00,false,false,0.535,4474.2406,1.0000,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.3,0.4,1000,false,2.00,4.00,false,true,0.796,4184.0750,1.0000,true,-1,50
GG20-3-1.dat,20,3,0.125,0.3,0.2,1000,true,0.00,0.00,false,false,0.116,4184.0750,1.0000,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.3,0.2,1000,true,0.00,0.00,false,true,0.090,3620.0573,0.0000,true,-1,1
GG20-3-1.dat,20,3,0.125,0.3,0.2,1000,false,2.00,4.00,false,false,0.115,-1.0000,-1.0000,false,3,-1
GG20-3-1.dat,20,3,0.125,0.3,0.2,1000,false,2.00,4.00,false,true,3.096,-1.0000,-1.0000,false,-1,-1
GG20-3-1.dat,20,3,0.125,0.2,0.6,1000,true,0.00,0.00,false,false,0.106,4184.0750,0.9950,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.2,0.6,1000,true,0.00,0.00,false,true,0.088,3614.2918,0.0000,true,-1,1
GG20-3-1.dat,20,3,0.125,0.2,0.6,1000,false,2.00,4.00,false,false,0.147,-1.0000,-1.0000,false,3,-1
GG20-3-1.dat,20,3,0.125,0.2,0.6,1000,false,2.00,4.00,false,true,2.810,-1.0000,-1.0000,false,-1,-1
GG20-3-1.dat,20,3,0.125,0.2,0.4,1000,true,0.00,0.00,false,false,0.100,4184.0750,0.9950,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.2,0.4,1000,true,0.00,0.00,false,true,0.090,3620.0573,0.0000,true,-1,1
GG20-3-1.dat,20,3,0.125,0.2,0.4,1000,false,2.00,4.00,false,false,0.115,-1.0000,-1.0000,false,3,-1
