InstanceName,NumUnits,NumRegions,RSD,r,gamma,Scenarios,UseD1,Delta1,Delta2,UseJointChance,UseExactMethod,Runtime(s),Objective,OutOfSamplePerformance,SolveSuccess,StatusCode,CutIterations
GG20-3-1.dat,20,3,0.125,0.4,0.6,1000,true,0.00,0.00,false,false,0.181,3884.9767,1.0000,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.4,0.6,1000,false,2.00,4.00,false,false,0.280,4184.0750,1.0000,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,true,0.00,0.00,false,false,0.130,3884.9767,1.0000,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,false,2.00,4.00,false,false,0.115,4184.0750,1.0000,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,true,0.00,0.00,false,false,0.109,3884.9767,1.0000,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,false,2.00,4.00,false,false,3.150,5601.7737,1.0000,true,3,-1
GG20-3-1.dat,20,3,0.125,0.3,0.6,1000,true,0.00,0.00,false,false,0.098,3884.9767,0.9890,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.3,0.6,1000,false,2.00,4.00,false,false,0.115,4184.0750,1.0000,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.3,0.4,1000,true,0.00,0.00,false,false,0.127,4184.0750,1.0000,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.3,0.4,1000,false,2.00,4.00,false,false,3.286,5601.7737,1.0000,true,3,-1
GG20-3-1.dat,20,3,0.125,0.3,0.2,1000,true,0.00,0.00,false,false,0.100,4184.0750,1.0000,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.3,0.2,1000,false,2.00,4.00,false,false,0.109,-1.0000,-1.0000,false,3,-1
GG20-3-1.dat,20,3,0.125,0.2,0.6,1000,true,0.00,0.00,false,false,0.105,4184.0750,0.9950,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.2,0.6,1000,false,2.00,4.00,false,false,0.135,-1.0000,-1.0000,false,3,-1
GG20-3-1.dat,20,3,0.125,0.2,0.4,1000,true,0.00,0.00,false,false,0.100,4184.0750,0.9950,true,-1,-1
GG20-3-1.dat,20,3,0.125,0.2,0.4,1000,false,2.00,4.00,false,false,0.100,-1.0000,-1.0000,false,3,-1
GG20-3-1.dat,20,3,0.125,0.2,0.2,1000,true,0.00,0.00,false,false,0.851,-1.0000,-1.0000,false,3,-1
GG20-3-1.dat,20,3,0.125,0.2,0.2,1000,false,2.00,4.00,false,false,0.090,-1.0000,-1.0000,false,3,-1
GG20-3-1.dat,20,3,0.250,0.4,0.6,1000,true,0.00,0.00,false,false,0.166,3956.3767,0.9760,true,-1,-1
GG20-3-1.dat,20,3,0.250,0.4,0.6,1000,false,2.00,4.00,false,false,7.457,-1.0000,-1.0000,false,3,-1
GG20-3-1.dat,20,3,0.250,0.4,0.4,1000,true,0.00,0.00,false,false,0.270,4184.0750,1.0000,true,-1,-1
GG20-3-1.dat,20,3,0.250,0.4,0.4,1000,false,2.00,4.00,false,false,0.191,-1.0000,-1.0000,false,3,-1
GG20-3-1.dat,20,3,0.250,0.4,0.2,1000,true,0.00,0.00,false,false,0.217,4184.0750,1.0000,true,-1,-1
GG20-3-1.dat,20,3,0.250,0.4,0.2,1000,false,2.00,4.00,false,false,0.165,-1.0000,-1.0000,false,3,-1
GG20-3-1.dat,20,3,0.250,0.3,0.6,1000,true,0.00,0.00,false,false,0.395,4233.0451,0.9930,true,-1,-1
GG20-3-1.dat,20,3,0.250,0.3,0.6,1000,false,2.00,4.00,false,false,0.166,-1.0000,-1.0000,false,3,-1
GG20-3-1.dat,20,3,0.250,0.3,0.4,1000,true,0.00,0.00,false,false,0.194,4184.0750,0.9930,true,-1,-1
GG20-3-1.dat,20,3,0.250,0.3,0.4,1000,false,2.00,4.00,false,false,0.166,-1.0000,-1.0000,false,3,-1
GG20-3-1.dat,20,3,0.250,0.3,0.2,1000,true,0.00,0.00,false,false,0.186,-1.0000,-1.0000,false,3,-1
GG20-3-1.dat,20,3,0.250,0.3,0.2,1000,false,2.00,4.00,false,false,0.150,-1.0000,-1.0000,false,3,-1
GG20-3-1.dat,20,3,0.250,0.2,0.6,1000,true,0.00,0.00,false,false,1.157,-1.0000,-1.0000,false,3,-1
GG20-3-1.dat,20,3,0.250,0.2,0.6,1000,false,2.00,4.00,false,false,0.165,-1.0000,-1.0000,false,3,-1
GG20-3-1.dat,20,3,0.250,0.2,0.4,1000,true,0.00,0.00,false,false,0.206,-1.0000,-1.0000,false,3,-1
GG20-3-1.dat,20,3,0.250,0.2,0.4,1000,false,2.00,4.00,false,false,0.180,-1.0000,-1.0000,false,3,-1
GG20-3-1.dat,20,3,0.250,0.2,0.2,1000,true,0.00,0.00,false,false,0.186,-1.0000,-1.0000,false,3,-1
GG20-3-1.dat,20,3,0.250,0.2,0.2,1000,false,2.00,4.00,false,false,0.160,-1.0000,-1.0000,false,3,-1
