InstanceName,NumUnits,NumRegions,RSD,r,gamma,Scenarios,UseD1,Delta1,Delta2,UseJointChance,UseExactMethod,ExactMethodType,UseImprovedModel,AvgDistMethod,AvgDistMean,Runtime(s),Objective,OutOfSamplePerformance,SolveSuccess,StatusCode,CutIterations,FailureStage
GG20-3-1.dat,20,3,0.125,0.5,0.4,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.158,3614.2918,0.0000,true,-1,1,0
GG20-3-1.dat,20,3,0.125,0.5,0.3,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.125,3614.2918,0.0000,true,-1,1,0
GG20-3-1.dat,20,3,0.125,0.5,0.2,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.119,3614.2918,0.0000,true,-1,1,0
GG20-3-1.dat,20,3,0.125,0.5,0.1,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.154,3690.7328,1.0000,true,-1,1,0
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.106,3676.9134,0.0106,true,-1,1,0
GG20-3-1.dat,20,3,0.125,0.4,0.3,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.087,3676.9134,0.0106,true,-1,1,0
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.094,3676.9134,0.0106,true,-1,1,0
GG20-3-1.dat,20,3,0.125,0.4,0.1,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.176,3884.9767,1.0000,true,-1,1,0
GG20-3-1.dat,20,3,0.125,0.3,0.4,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.088,3620.0573,0.0000,true,-1,1,0
GG20-3-1.dat,20,3,0.125,0.3,0.3,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.086,3620.0573,0.0000,true,-1,1,0
GG20-3-1.dat,20,3,0.125,0.3,0.2,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.099,3620.0573,0.0000,true,-1,1,0
GG20-3-1.dat,20,3,0.125,0.3,0.1,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.145,3813.7005,0.0000,true,-1,1,0
GG20-3-1.dat,20,3,0.250,0.5,0.4,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.160,3614.2918,0.0416,true,-1,1,0
GG20-3-1.dat,20,3,0.250,0.5,0.3,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.217,3690.7328,0.9666,true,-1,1,0
GG20-3-1.dat,20,3,0.250,0.5,0.2,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.200,3884.9767,1.0000,true,-1,1,0
GG20-3-1.dat,20,3,0.250,0.5,0.1,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.192,3748.0740,0.5076,true,-1,1,0
GG20-3-1.dat,20,3,0.250,0.4,0.4,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.226,3884.9767,0.9940,true,-1,1,0
GG20-3-1.dat,20,3,0.250,0.4,0.3,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.221,3884.9767,0.9940,true,-1,1,0
GG20-3-1.dat,20,3,0.250,0.4,0.2,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.220,3884.9767,0.9940,true,-1,1,0
GG20-3-1.dat,20,3,0.250,0.4,0.1,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.368,3748.0740,0.1196,true,-1,1,0
GG20-3-1.dat,20,3,0.250,0.3,0.4,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.156,3620.0573,0.0034,true,-1,1,0
GG20-3-1.dat,20,3,0.250,0.3,0.3,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.301,3813.7005,0.0000,true,-1,1,0
GG20-3-1.dat,20,3,0.250,0.3,0.2,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.254,3813.7005,0.0000,true,-1,1,0
GG20-3-1.dat,20,3,0.250,0.3,0.1,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,3.733,4720.2159,0.0000,true,-1,1,0
