InstanceName,NumUnits,NumRegions,RSD,r,gamma,Scenarios,UseD1,Delta1,Delta2,UseJointChance,UseExactMethod,Runtime(s),Objective,OutOfSamplePerformance,SolveSuccess,StatusCode,CutIterations
GG100-6-1.dat,100,6,0.125,0.5,0.4,1000,true,0.00,0.00,false,false,0.832,16521.0650,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.5,0.4,1000,true,0.00,0.00,false,true,0.421,16509.8542,0.9770,true,-1,1
GG100-6-1.dat,100,6,0.125,0.5,0.4,1000,false,2.00,4.00,false,false,1.642,16601.3288,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.5,0.4,1000,false,2.00,4.00,false,true,0.440,16521.0650,1.0000,true,-1,7
GG100-6-1.dat,100,6,0.125,0.5,0.3,1000,true,0.00,0.00,false,false,0.640,16521.0650,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.5,0.3,1000,true,0.00,0.00,false,true,0.377,16509.8542,0.9770,true,-1,1
GG100-6-1.dat,100,6,0.125,0.5,0.3,1000,false,2.00,4.00,false,false,0.919,16618.6303,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.5,0.3,1000,false,2.00,4.00,false,true,1.981,16538.3317,1.0000,true,-1,35
GG100-6-1.dat,100,6,0.125,0.5,0.2,1000,true,0.00,0.00,false,false,1.615,16538.3317,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.5,0.2,1000,true,0.00,0.00,false,true,0.432,16521.0650,1.0000,true,-1,7
GG100-6-1.dat,100,6,0.125,0.5,0.2,1000,false,2.00,4.00,false,false,1.971,16655.6176,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.5,0.2,1000,false,2.00,4.00,false,true,1.958,16538.3666,1.0000,true,-1,36
GG100-6-1.dat,100,6,0.125,0.5,0.1,1000,true,0.00,0.00,false,false,0.733,16538.3317,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.5,0.1,1000,true,0.00,0.00,false,true,0.425,16521.0650,1.0000,true,-1,7
GG100-6-1.dat,100,6,0.125,0.5,0.1,1000,false,2.00,4.00,false,false,1.443,16857.2458,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.5,0.1,1000,false,2.00,4.00,false,true,1000.114,-1.0000,-1.0000,false,2,2899
GG100-6-1.dat,100,6,0.125,0.4,0.4,1000,true,0.00,0.00,false,false,1.681,16618.6303,0.9980,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.4,0.4,1000,true,0.00,0.00,false,true,2.467,16538.3666,0.9960,true,-1,36
GG100-6-1.dat,100,6,0.125,0.4,0.4,1000,false,2.00,4.00,false,false,0.972,16803.8822,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.4,0.4,1000,false,2.00,4.00,false,true,1000.511,-1.0000,-1.0000,false,2,2882
GG100-6-1.dat,100,6,0.125,0.4,0.3,1000,true,0.00,0.00,false,false,0.820,16618.6303,0.9980,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.4,0.3,1000,true,0.00,0.00,false,true,2.393,16538.3666,0.9960,true,-1,36
GG100-6-1.dat,100,6,0.125,0.4,0.3,1000,false,2.00,4.00,false,false,1.311,16820.7085,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.4,0.3,1000,false,2.00,4.00,false,true,1000.302,-1.0000,-1.0000,false,2,2882
GG100-6-1.dat,100,6,0.125,0.4,0.2,1000,true,0.00,0.00,false,false,0.955,16766.8949,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.4,0.2,1000,true,0.00,0.00,false,true,2.495,16538.3666,0.9960,true,-1,36
GG100-6-1.dat,100,6,0.125,0.4,0.2,1000,false,2.00,4.00,false,false,1.057,16874.0720,1.0000,true,-1,-1
GG100-6-1.dat,100,6,0.125,0.4,0.2,1000,false,2.00,4.00,false,true,1000.142,-1.0000,-1.0000,false,2,2884
