InstanceName,NumUnits,NumRegions,RSD,r,gamma,Scenarios,UseD1,Delta1,Delta2,UseJointChance,UseExactMethod,UseImprovedModel,UseAssignmentDependent,AvgDistMethod,AvgDistMean,Runtime(s),Objective,OutOfSamplePerformance,SolveSuccess,StatusCode,CutIterations,FailureStage
GG20-3-1.dat,20,3,0.125,0.5,0.4,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.175,3811.5082,1.0000,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.5,0.4,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,0.183,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.5,0.3,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.164,3811.5082,1.0000,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.5,0.3,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,0.156,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.5,0.2,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.124,3811.5082,1.0000,true,-1,-1,0
GG20-3-1.dat,20,3,0.125,0.5,0.2,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,0.115,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.5,0.1,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.112,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.5,0.1,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,0.113,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.105,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,0.147,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.3,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.140,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.3,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,0.138,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.131,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,0.144,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.1,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.139,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.4,0.1,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,0.143,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.3,0.4,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.098,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.3,0.4,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,0.121,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.3,0.3,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.137,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.3,0.3,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,0.139,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.3,0.2,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.104,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.3,0.2,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,0.102,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.3,0.1,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.097,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.125,0.3,0.1,1000,false,2.00,4.00,false,false,false,false,3,-1.0000,0.115,-1.0000,-1.0000,false,2,-1,2
GG20-3-1.dat,20,3,0.250,0.5,0.4,1000,true,0.00,0.00,false,false,false,false,3,-1.0000,0.181,-1.0000,-1.0000,false,2,-1,2
