InstanceName,NumUnits,NumRegions,RSD,r,gamma,Scenarios,UseD1,Delta1,Delta2,UseJointChance,UseExactMethod,ExactMethodType,UseImprovedModel,AvgDistMethod,AvgDistMean,Runtime(s),Objective,OutOfSamplePerformance,SolveSuccess,StatusCode,CutIterations,FailureStage
GG20-3-1.dat,20,3,0.125,0.5,0.4,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.453,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.125,0.5,0.3,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.144,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.125,0.5,0.2,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.211,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.125,0.5,0.1,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.123,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.125,0.4,0.4,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.146,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.125,0.4,0.3,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.125,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.125,0.4,0.2,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.128,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.125,0.4,0.1,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.105,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.125,0.3,0.4,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.120,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.125,0.3,0.3,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.118,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.125,0.3,0.2,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.139,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.125,0.3,0.1,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.134,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.250,0.5,0.4,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.212,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.250,0.5,0.3,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.205,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.250,0.5,0.2,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.193,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.250,0.5,0.1,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.213,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.250,0.4,0.4,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.195,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.250,0.4,0.3,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.197,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.250,0.4,0.2,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.192,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.250,0.4,0.1,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.221,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.250,0.3,0.4,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.194,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.250,0.3,0.3,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.183,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.250,0.3,0.2,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.201,-1.0000,-1.0000,false,3,1,2
GG20-3-1.dat,20,3,0.250,0.3,0.1,1000,true,0.00,0.00,false,true,1,false,3,-1.0000,0.203,-1.0000,-1.0000,false,3,1,2
